query,phylum,family,ottid_species,aphia_id,scientificname,authority,status,unacceptreason,rank,valid_aphia_id,valid_name,valid_authority,parent_name_usage_id,kingdom,class,order,genus,is_marine,is_brackish,is_freshwater,is_terrestrial,is_extinct,match_type
Dracunculus medinensis,Nematoda,Dracunculidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Dracunculus,NA,NA,NA,NA,NA,NA
Gongylonema pulchrum,Nematoda,Gongylonematidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Gongylonema,NA,NA,NA,NA,NA,NA
Haemonchus placei,Nematoda,Haemonchidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Strongylida,Haemonchus,NA,NA,NA,NA,NA,NA
Oesophagostomum dentatum,Nematoda,Chabertiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Strongylida,Oesophagostomum,NA,NA,NA,NA,NA,NA
Teladorsagia circumcincta,Nematoda,Haemonchidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Strongylida,Teladorsagia,NA,NA,NA,NA,NA,NA
Bradynema listronoti,Nematoda,Allantonematidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Bradynema,NA,NA,NA,NA,NA,NA
Thripinema fuscum,Nematoda,Allantonematidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Thripinema,NA,NA,NA,NA,NA,NA
Heterorhabditis marelatus,Nematoda,Heterorhabditidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Strongylida,Heterorhabditis,NA,NA,NA,NA,NA,NA
Parelaphostrongylus odocoilei,Nematoda,Protostrongylidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Strongylida,Parelaphostrongylus,NA,NA,NA,NA,NA,NA
Parelaphostrongylus tenuis,Nematoda,Protostrongylidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Strongylida,Parelaphostrongylus,NA,NA,NA,NA,NA,NA
Setaria digitata,Nematoda,Setariidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Setaria,NA,NA,NA,NA,NA,NA
Soboliphyme baturini,Nematoda,Soboliphymatidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Enoplea,Dioctophymatida,Soboliphyme,NA,NA,NA,NA,NA,NA
Soboliphyme jamesoni,Nematoda,Soboliphymatidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Enoplea,Dioctophymatida,Soboliphyme,NA,NA,NA,NA,NA,NA
Soboliphyme abei,Nematoda,Soboliphymatidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Enoplea,Dioctophymatida,Soboliphyme,NA,NA,NA,NA,NA,NA
Parelaphostrongylus andersoni,Nematoda,Protostrongylidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Strongylida,Parelaphostrongylus,NA,NA,NA,NA,NA,NA
Haemonchus contortus,Nematoda,Haemonchidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Strongylida,Haemonchus,NA,NA,NA,NA,NA,NA
Diplogastrellus metamasius,Nematoda,Diplogasteridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Diplogastrellus,NA,NA,NA,NA,NA,NA
Angiostrongylus vasorum,Nematoda,Angiostrongylidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Strongylida,Angiostrongylus,NA,NA,NA,NA,NA,NA
Dracunculus insignis,Nematoda,Dracunculidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Dracunculus,NA,NA,NA,NA,NA,NA
Dracunculus lutrae,Nematoda,Dracunculidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Dracunculus,NA,NA,NA,NA,NA,NA
Heterakis isolonche,Nematoda,Heterakidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Heterakis,NA,NA,NA,NA,NA,NA
Habronema microstoma,Nematoda,Habronematidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Habronema,NA,NA,NA,NA,NA,NA
Habronema muscae,Nematoda,Habronematidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Habronema,NA,NA,NA,NA,NA,NA
Dugesia (genus in Opisthokonta,Platyhelminthes,Dugesiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rhabditophora,Seriata,Dugesia,NA,NA,NA,NA,NA,NA
Dugesia (genus in Opisthokonta,Platyhelminthes,Dugesiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rhabditophora,Tricladida,Dugesia,NA,NA,NA,NA,NA,NA
Oesophagostomum quadrispinulatum,Nematoda,Chabertiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Strongylida,Oesophagostomum,NA,NA,NA,NA,NA,NA
Ascaridia compar,Nematoda,Ascaridiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Ascaridia,NA,NA,NA,NA,NA,NA
Ascaridia galli,Nematoda,Ascaridiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Ascaridia,NA,NA,NA,NA,NA,NA
Lemuricola pongoi,Nematoda,Oxyuridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Lemuricola,NA,NA,NA,NA,NA,NA
Enterobius buckleyi,Nematoda,Oxyuridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Enterobius,NA,NA,NA,NA,NA,NA
Pongobius hugoti,Nematoda,Oxyuridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Pongobius,NA,NA,NA,NA,NA,NA
Trichostrongylus vitrinus,Nematoda,Trichostrongylidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Strongylida,Trichostrongylus,NA,NA,NA,NA,NA,NA
Syngamus trachea,Nematoda,Syngamidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Strongylida,Syngamus,NA,NA,NA,NA,NA,NA
Trichostrongylus axei,Nematoda,Trichostrongylidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Strongylida,Trichostrongylus,NA,NA,NA,NA,NA,NA
Polycelis (genus in Lophotrochozoa,Platyhelminthes,Planariidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rhabditophora,Seriata,Polycelis,NA,NA,NA,NA,NA,NA
Polycelis (genus in Lophotrochozoa,Platyhelminthes,Planariidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rhabditophora,Tricladida,Polycelis,NA,NA,NA,NA,NA,NA
Aelurostrongylus abstrusus,Nematoda,Angiostrongylidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Strongylida,Aelurostrongylus,NA,NA,NA,NA,NA,NA
Paraspidodera uncinata,Nematoda,Aspidoderidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Paraspidodera,NA,NA,NA,NA,NA,NA
Setaria cervi,Nematoda,Setariidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Setaria,NA,NA,NA,NA,NA,NA
Khalilia sameera,Nematoda,Strongylidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Strongylida,Khalilia,NA,NA,NA,NA,NA,NA
Quilonia africana,Nematoda,Strongylidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Strongylida,Quilonia,NA,NA,NA,NA,NA,NA
Murshidia africana,Nematoda,Strongylidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Strongylida,Murshidia,NA,NA,NA,NA,NA,NA
Murshidia longicaudata,Nematoda,Strongylidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Strongylida,Murshidia,NA,NA,NA,NA,NA,NA
Murshidia linstowi,Nematoda,Strongylidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Strongylida,Murshidia,NA,NA,NA,NA,NA,NA
Longidorus helveticus,Nematoda,Longidoridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Enoplea,Dorylaimida,Longidorus,NA,NA,NA,NA,NA,NA
Serpentirhabdias fuscovenosa,Nematoda,Rhabdiasidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Serpentirhabdias,NA,NA,NA,NA,NA,NA
Velasquezotrema tripurensis,Platyhelminthes,Gastrothylacidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trematoda,Plagiorchiida,Velasquezotrema,NA,NA,NA,NA,NA,NA
Carmyerius spatiosus,Platyhelminthes,Gastrothylacidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trematoda,Plagiorchiida,Carmyerius,NA,NA,NA,NA,NA,NA
Fischoederius cobboldi,Platyhelminthes,Gastrothylacidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trematoda,Plagiorchiida,Fischoederius,NA,NA,NA,NA,NA,NA
Fischoederius elongatus,Platyhelminthes,Gastrothylacidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trematoda,Plagiorchiida,Fischoederius,NA,NA,NA,NA,NA,NA
Rotylenchus cazorlaensis,Nematoda,Hoplolaimidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Rotylenchus,NA,NA,NA,NA,NA,NA
Rotylenchus incultus,Nematoda,Hoplolaimidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Rotylenchus,NA,NA,NA,NA,NA,NA
Rotylenchus jaeni,Nematoda,Hoplolaimidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Rotylenchus,NA,NA,NA,NA,NA,NA
Rotylenchus laurentinus,Nematoda,Hoplolaimidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Rotylenchus,NA,NA,NA,NA,NA,NA
Rotylenchus magnus,Nematoda,Hoplolaimidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Rotylenchus,NA,NA,NA,NA,NA,NA
Rotylenchus paravitis,Nematoda,Hoplolaimidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Rotylenchus,NA,NA,NA,NA,NA,NA
Micoletzkya japonica,Nematoda,Diplogasteridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Micoletzkya,NA,NA,NA,NA,NA,NA
Nematodirella cameli,Nematoda,Molineidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Strongylida,Nematodirella,NA,NA,NA,NA,NA,NA
Gastrothylax crumenifer,Platyhelminthes,Gastrothylacidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trematoda,Plagiorchiida,Gastrothylax,NA,NA,NA,NA,NA,NA
Gastrothylacidae,Platyhelminthes,Gastrothylacidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trematoda,Plagiorchiida,NULL,NA,NA,NA,NA,NA,NA
Dictyocaulus eckerti,Nematoda,Dictyocaulidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Strongylida,Dictyocaulus,NA,NA,NA,NA,NA,NA
Ascaridia columbae,Nematoda,Ascaridiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Ascaridia,NA,NA,NA,NA,NA,NA
Olveria bosi,Platyhelminthes,Olveriidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trematoda,Plagiorchiida,Olveria,NA,NA,NA,NA,NA,NA
Olveria indica,Platyhelminthes,Olveriidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trematoda,Plagiorchiida,Olveria,NA,NA,NA,NA,NA,NA
Homalogaster paloniae,Platyhelminthes,Gastrodiscidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trematoda,Plagiorchiida,Homalogaster,NA,NA,NA,NA,NA,NA
Meloidogyne arenaria,Nematoda,Meloidogynidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Meloidogyne,NA,NA,NA,NA,NA,NA
Meloidogyne enterolobii,Nematoda,Meloidogynidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Meloidogyne,NA,NA,NA,NA,NA,NA
Meloidogyne hapla,Nematoda,Meloidogynidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Meloidogyne,NA,NA,NA,NA,NA,NA
Oesophagostomum columbianum,Nematoda,Chabertiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Strongylida,Oesophagostomum,NA,NA,NA,NA,NA,NA
Hypodontus macropi,Nematoda,Chabertiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Strongylida,Hypodontus,NA,NA,NA,NA,NA,NA
Macropicola ocydromi,Nematoda,Chabertiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Strongylida,Macropicola,NA,NA,NA,NA,NA,NA
Protostrongylus rufescens,Nematoda,Protostrongylidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Strongylida,Protostrongylus,NA,NA,NA,NA,NA,NA
Nematodirus oiratianus,Nematoda,Molineidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Strongylida,Nematodirus,NA,NA,NA,NA,NA,NA
Heligmosomoides glareoli,Nematoda,Heligmosomatidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Strongylida,Heligmosomoides,NA,NA,NA,NA,NA,NA
Collyriclum faba,Platyhelminthes,Collyriclidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trematoda,Plagiorchiida,Collyriclum,NA,NA,NA,NA,NA,NA
Meloidogyne chitwoodi,Nematoda,Meloidogynidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Meloidogyne,NA,NA,NA,NA,NA,NA
Haemonchus longistipes,Nematoda,Haemonchidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Strongylida,Haemonchus,NA,NA,NA,NA,NA,NA
Enterobius shriveri,Nematoda,Oxyuridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Enterobius,NA,NA,NA,NA,NA,NA
Mesocriconema inaratum,Nematoda,Criconematidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Mesocriconema,NA,NA,NA,NA,NA,NA
Hemicycliophora gracilis,Nematoda,Hemicycliophoridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Hemicycliophora,NA,NA,NA,NA,NA,NA
Angiostrongylus chabaudi,Nematoda,Angiostrongylidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Strongylida,Angiostrongylus,NA,NA,NA,NA,NA,NA
Isobinema flagellocerca,Nematoda,Travassosinematidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Isobinema,NA,NA,NA,NA,NA,NA
Triodontophorus brevicauda,Nematoda,Strongylidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Strongylida,Triodontophorus,NA,NA,NA,NA,NA,NA
Trypanoxyuris minutus,Nematoda,Oxyuridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Trypanoxyuris,NA,NA,NA,NA,NA,NA
Trypanoxyuris atelophora,Nematoda,Oxyuridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Trypanoxyuris,NA,NA,NA,NA,NA,NA
Heterakis gallinarum,Nematoda,Heterakidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Heterakis,NA,NA,NA,NA,NA,NA
Angiostrongylus malaysiensis,Nematoda,Angiostrongylidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Strongylida,Angiostrongylus,NA,NA,NA,NA,NA,NA
Meloidogyne haplanaria,Nematoda,Meloidogynidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Meloidogyne,NA,NA,NA,NA,NA,NA
Triodontophorus nipponicus,Nematoda,Strongylidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Strongylida,Triodontophorus,NA,NA,NA,NA,NA,NA
Lobocriconema warrenense,Nematoda,Criconematidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Lobocriconema,NA,NA,NA,NA,NA,NA
Anteropora comicus,Platyhelminthes,Anteroporidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cestoda,Lecanicephalidea,Anteropora,NA,NA,NA,NA,NA,NA
Trypanoxyuris multilabiatus,Nematoda,Oxyuridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Trypanoxyuris,NA,NA,NA,NA,NA,NA
Heterakis beramporia,Nematoda,Heterakidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Heterakis,NA,NA,NA,NA,NA,NA
Oswaldocruzia chambrieri,Nematoda,Molineidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Strongylida,Oswaldocruzia,NA,NA,NA,NA,NA,NA
Carmyerius mancupatus,Platyhelminthes,Gastrothylacidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trematoda,Plagiorchiida,Carmyerius,NA,NA,NA,NA,NA,NA
Carmyerius gregarius,Platyhelminthes,Gastrothylacidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trematoda,Plagiorchiida,Carmyerius,NA,NA,NA,NA,NA,NA
Carmyerius exoporus,Platyhelminthes,Gastrothylacidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trematoda,Plagiorchiida,Carmyerius,NA,NA,NA,NA,NA,NA
Habronema majus,Nematoda,Habronematidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Habronema,NA,NA,NA,NA,NA,NA
Syphacia rifaii,Nematoda,Oxyuridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Syphacia,NA,NA,NA,NA,NA,NA
Parastrongyloides trichosuri,Nematoda,Strongyloididae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Parastrongyloides,NA,NA,NA,NA,NA,NA
Strongyloides papillosus,Nematoda,Strongyloididae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Strongyloides,NA,NA,NA,NA,NA,NA
Strongyloides ratti,Nematoda,Strongyloididae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Strongyloides,NA,NA,NA,NA,NA,NA
Oesophagostomum aculeatum,Nematoda,Chabertiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Strongylida,Oesophagostomum,NA,NA,NA,NA,NA,NA
Diplogasteroides andrassyi,Nematoda,Diplogasteroididae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Diplogasteroides,NA,NA,NA,NA,NA,NA
Meteterakis japonica,Nematoda,Heterakidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Meteterakis,NA,NA,NA,NA,NA,NA
Meteterakis amamiensis,Nematoda,Heterakidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Meteterakis,NA,NA,NA,NA,NA,NA
Meteterakis ishikawanae,Nematoda,Heterakidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Meteterakis,NA,NA,NA,NA,NA,NA
Gongylonema neoplasticum,Nematoda,Gongylonematidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Gongylonema,NA,NA,NA,NA,NA,NA
Oesophagostomum muntiacum,Nematoda,Chabertiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Strongylida,Oesophagostomum,NA,NA,NA,NA,NA,NA
Lemuricola nycticebi,Nematoda,Oxyuridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Lemuricola,NA,NA,NA,NA,NA,NA
Crocodillicola pseudostoma,Platyhelminthes,Protrodiplostomatidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trematoda,Strigeidida,Crocodillicola,NA,NA,NA,NA,NA,NA
Palombritema heteroancistrium,Platyhelminthes,Ancyrocephalidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monogenea,Dactylogyridea,Palombritema,NA,NA,NA,NA,NA,NA
Marshallagia marshalli,Nematoda,Haemonchidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Strongylida,Marshallagia,NA,NA,NA,NA,NA,NA
Hemicycliophora obtusa,Nematoda,Hemicycliophoridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Hemicycliophora,NA,NA,NA,NA,NA,NA
Hemicycliophora iberica,Nematoda,Hemicycliophoridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Hemicycliophora,NA,NA,NA,NA,NA,NA
Hemicycliophora epicharoides,Nematoda,Hemicycliophoridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Hemicycliophora,NA,NA,NA,NA,NA,NA
Hemicycliophora californica,Nematoda,Hemicycliophoridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Hemicycliophora,NA,NA,NA,NA,NA,NA
Hemicycliophora raskii,Nematoda,Hemicycliophoridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Hemicycliophora,NA,NA,NA,NA,NA,NA
Hemicycliophora lutosoides,Nematoda,Hemicycliophoridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Hemicycliophora,NA,NA,NA,NA,NA,NA
Hemicycliophora similis,Nematoda,Hemicycliophoridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Hemicycliophora,NA,NA,NA,NA,NA,NA
Hemicycliophora poranga,Nematoda,Hemicycliophoridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Hemicycliophora,NA,NA,NA,NA,NA,NA
Hemicycliophora halophila,Nematoda,Hemicycliophoridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Hemicycliophora,NA,NA,NA,NA,NA,NA
Hemicycliophora hellenica,Nematoda,Hemicycliophoridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Hemicycliophora,NA,NA,NA,NA,NA,NA
Thelandros tinerfensis,Nematoda,Pharyngodonidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Thelandros,NA,NA,NA,NA,NA,NA
Helicotylenchus canadensis,Nematoda,Hoplolaimidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Helicotylenchus,NA,NA,NA,NA,NA,NA
Meloidogyne floridensis,Nematoda,Meloidogynidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Meloidogyne,NA,NA,NA,NA,NA,NA
Meloidogyne exigua,Nematoda,Meloidogynidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Meloidogyne,NA,NA,NA,NA,NA,NA
Meloidogyne fallax,Nematoda,Meloidogynidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Meloidogyne,NA,NA,NA,NA,NA,NA
Meloidogyne partityla,Nematoda,Meloidogynidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Meloidogyne,NA,NA,NA,NA,NA,NA
Cylicostephanus calicatus,Nematoda,Strongylidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Strongylida,Cylicostephanus,NA,NA,NA,NA,NA,NA
Cylicocyclus radiatus,Nematoda,Strongylidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Strongylida,Cylicocyclus,NA,NA,NA,NA,NA,NA
Cylicodontophorus bicoronatus,Nematoda,Strongylidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Strongylida,Cylicodontophorus,NA,NA,NA,NA,NA,NA
Heterakis dispar,Nematoda,Heterakidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chromadorea,Rhabditida,Heterakis,NA,NA,NA,NA,NA,NA
